1	5.61756	5.61756	5.61756
1.5	3.66868	3.66868	3.66868
2	2.05823	2.05823	2.05823
2.5	1.60017	1.60017	1.60017
3	1.34202	1.34202	1.34202
3.5	1.16595	1.16595	1.16595
4	1.03503	1.03503	1.03503
4.5	0.932625	0.932625	0.932625
5	0.849774	0.849774	0.849774
5.5	0.781082	0.781082	0.781082
6	0.723054	0.723054	0.723054
6.5	0.673297	0.673297	0.673297
7	0.63011	0.63011	0.63011
7.5	0.592237	0.592237	0.592237
8	0.558736	0.558736	0.558736
8.5	0.528875	0.528875	0.528875
9	0.502083	0.502083	0.502083
9.5	0.477903	0.477903	0.477903
10	0.455967	0.455967	0.455967
10.5	0.435972	0.435972	0.435972
11	0.41767	0.41767	0.41767
11.5	0.400852	0.400852	0.400852
12	0.385344	0.385344	0.385344
12.5	0.370996	0.370996	0.370996
13	0.357684	0.357684	0.357684
13.5	0.345298	0.345298	0.345298
14	0.333744	0.333744	0.333744
14.5	0.322941	0.322941	0.322941
15	0.312817	0.312817	0.312817
15.5	0.303311	0.303311	0.303311
16	0.294367	0.294367	0.294367
16.5	0.285936	0.285936	0.285936
17	0.277976	0.277976	0.277976
17.5	0.270448	0.270448	0.270448
18	0.263317	0.263317	0.263317
18.5	0.256554	0.256554	0.256554
19	0.25013	0.25013	0.25013
19.5	0.24402	0.24402	0.24402
20	0.238202	0.238202	0.238202
20.5	0.232655	0.232655	0.232655
21	0.227362	0.227362	0.227362
21.5	0.222303	0.222303	0.222303
22	0.217466	0.217466	0.217466
22.5	0.212834	0.212834	0.212834
23	0.208396	0.208396	0.208396
23.5	0.204139	0.204139	0.204139
24	0.200053	0.200053	0.200053
24.5	0.196128	0.196128	0.196128
25	0.192353	0.192353	0.192353
25.5	0.188721	0.188721	0.188721
26	0.185224	0.185224	0.185224
26.5	0.181855	0.181855	0.181855
27	0.178605	0.178605	0.178605
27.5	0.17547	0.17547	0.17547
28	0.172443	0.172443	0.172443
28.5	0.169519	0.169519	0.169519
29	0.166692	0.166692	0.166692
29.5	0.163958	0.163958	0.163958
30	0.161313	0.161313	0.161313
30.5	0.158751	0.158751	0.158751
31	0.15627	0.15627	0.15627
31.5	0.153865	0.153865	0.153865
32	0.151533	0.151533	0.151533
32.5	0.14927	0.14927	0.14927
33	0.147074	0.147074	0.147074
33.5	0.144942	0.144942	0.144942
34	0.142871	0.142871	0.142871
34.5	0.140858	0.140858	0.140858
35	0.138901	0.138901	0.138901
35.5	0.136998	0.136998	0.136998
36	0.135146	0.135146	0.135146
36.5	0.133344	0.133344	0.133344
37	0.131589	0.131589	0.131589
37.5	0.12988	0.12988	0.12988
38	0.128214	0.128214	0.128214
38.5	0.126591	0.126591	0.126591
39	0.125008	0.125008	0.125008
39.5	0.123465	0.123465	0.123465
40	0.121959	0.121959	0.121959
40.5	0.120489	0.120489	0.120489
41	0.119054	0.119054	0.119054
41.5	0.117653	0.117653	0.117653
42	0.116285	0.116285	0.116285
42.5	0.114948	0.114948	0.114948
43	0.113642	0.113642	0.113642
43.5	0.112365	0.112365	0.112365
44	0.111116	0.111116	0.111116
44.5	0.109895	0.109895	0.109895
45	0.1087	0.1087	0.1087
45.5	0.107531	0.107531	0.107531
46	0.106387	0.106387	0.106387
46.5	0.105267	0.105267	0.105267
47	0.104171	0.104171	0.104171
47.5	0.103097	0.103097	0.103097
48	0.102044	0.102044	0.102044
48.5	0.101014	0.101014	0.101014
49	0.100003	0.100003	0.100003
49.5	0.0990131	0.0990131	0.0990131
50	0.0980423	0.0980423	0.0980423
50.5	0.0970903	0.0970903	0.0970903
